Movie_ID,averageRating,numVotes
4560,5.5,18
4561,6.5,640
4562,6.2,11
4563,5.3,40
4564,5.7,19
4565,5.2,26
4566,5.9,143
4567,6.6,87
4568,7.2,2009
4569,6.4,60
4570,6.9,347
4571,7.4,1269
4572,7,79
4573,7.6,892
4574,6.7,240
4575,6.7,31
4576,6.3,37
4577,6.2,41
4578,6.3,14
4579,4.8,15
4580,5.1,20
4581,5.8,20
4582,6.9,31
4583,7.1,17
4584,6,42
4585,7.2,73
4586,6,37
4587,5.1,19
4588,5.1,23
4589,6.7,77
4590,1,20
4591,7,62
4592,4.9,1657
4593,5.4,326
4594,6.9,170
4595,6.3,95
4596,6.3,16
4597,6.5,28
4598,6.9,145
4599,5.7,663
4600,7.2,8
4601,6.6,155
4602,7,33
4603,5.3,28
4604,4.8,19
4605,6.8,33
4606,6.2,28
4607,5.6,31
4608,5.5,74
4609,5.2,191
4610,6.1,25
4611,5.4,199
4612,4.8,136
4613,4.9,138
4614,6.2,28
4615,5.3,219
4616,5.6,46
4617,5.2,124
4618,5.6,27
4619,5.4,262
4620,4.9,178
4621,5.6,33
4622,6.8,20
4623,5.8,25
4624,5.1,395
4625,7.2,48
4626,6.4,43
4627,5.7,24
4628,5,13
4629,6.1,10
4630,7,19
4631,5.6,7
4632,7.1,1231
4633,7.2,25
4634,6.5,830
4635,7,3552
4636,6.3,162
4637,7.1,428
4638,6.2,57
4639,7.3,70
4640,6.4,458
4641,7.8,7725
4642,7,20
4643,6.2,276
4644,6.6,602
4645,5.7,20
4646,4.8,24
4647,7,1973
4648,6.7,804
4649,4.2,27
4650,1.7,23
4651,6.2,42
4652,5.9,20
4653,5.7,196
4654,5.2,24
4655,7.2,1618
4656,5.4,598
4657,4.7,27
4658,7.3,18
4659,5.2,20
4660,6.8,16
4661,6.2,12
4662,6.2,20
4663,6.3,1503
4664,6.8,138
4665,6.3,32
4666,6.2,15
4667,6.7,20
4668,5.3,24
4669,7.6,28
4670,7.7,20
4671,7.4,43
4672,6.8,104
4673,4.9,17
4674,2.2,22
4675,6,21
4676,4.4,35
4677,5.6,21
4678,4.2,7
4679,6.2,15
4680,6.6,106
4681,6.1,120
4682,6.3,15
4683,7,15
4684,7.5,26
4685,6,20
4686,6.8,26
4687,6.5,280
4688,5.7,52
4689,7.3,98
4690,6.6,188
4691,6,21
4692,4.9,25
4693,7,22
4694,4.9,13
4695,5.9,22
4696,6.8,20
4697,5.4,16
4698,5.8,50
4699,6.7,159
4700,4.8,17
4701,7.5,31
4702,5.7,50
4703,7.5,50
4704,7,205
4705,7.1,846
4706,7.3,19
4707,6,17
4708,7,110
4709,7,14
4710,4.9,27
4711,6.6,326
4712,7,1045
4713,6.2,21
4714,5.9,20
4715,7.1,134
4716,7.1,495
4717,6.2,23
4718,6.9,14
4719,7.4,50
4720,6.3,14
4721,6.3,9
4722,7.3,35
4723,6.7,106
4724,6.7,22
4725,8.1,15693
4726,5,33
4727,5.8,70
4728,6.2,182
4729,6.2,277
4730,6.1,13
4731,7,17
4732,5.3,22
4733,5.1,22
4734,5.7,18
4735,6.1,821
4736,5.4,20
4737,7.5,64
4738,7.4,28
4739,5.3,21
4740,6.7,27
4741,7.6,4398
4742,6.9,70
4743,7.1,21
4744,5.5,24
4745,6.6,7
4746,5.9,17
4747,7.1,18
4748,7.1,20
4749,7.5,1784
4750,5.6,27
4751,5.4,543
4752,6.1,15
4753,5.6,21
4754,6.2,32
4755,6.9,21
4756,6.8,765
4757,6.3,81
4758,4.9,26
4759,5.5,89
4760,6.6,16
4761,5.4,21
4762,4,15
4763,5.2,38
4764,6.8,67
4765,6.4,364
4766,7.1,22
4767,6,12
4768,2.2,21
4769,6.6,279
4770,7.2,19
4771,6.2,20
4772,5,22
4773,6.6,862
4774,6.6,23
4775,3.9,31
4776,6.2,26
4777,5.8,164
4778,7.1,48
4779,5.6,74
4780,6.4,21
4781,5,10
4782,7.2,11
4783,5.8,66
4784,6.1,47
4785,7,94
4786,6,21
4787,1.7,23
4788,6.4,91
4789,6.5,306
4790,6.5,165
4791,7.3,12
4792,6.8,107
4793,3.6,55
4794,8.1,107
4795,5.6,16
4796,7.8,10
4797,6.3,14
4798,7.2,15
4799,7.2,126
4800,6.9,17
4801,6.9,195
4802,6.8,447
4803,6.9,100
4804,7.1,24
4805,7.2,20
4806,6.5,26
4807,7.1,43
4808,6.8,27
4809,7.7,32
4810,5.2,11
4811,6.5,58
4812,7.3,15
4813,7.5,19
4814,7.4,3989
4815,7.2,26
4816,7.3,25
4817,2.7,25
4818,6,22
4819,5.4,16
4820,5.7,40
4821,7,29
4822,7.7,28
4823,2.3,34
4824,6.6,10
4825,5.2,18
4826,7.3,12408
4827,6.4,18
4828,6.6,184
4829,5.9,25
4830,5.6,38
4831,6.2,254
4832,5.2,58
4833,7.3,6
4834,7.2,13
4835,6.7,573
4836,5.4,64
4837,6,81
4838,6.1,29
4839,6.5,41
4840,6.7,777
4841,3.2,14
4842,6,8
4843,7,16
4844,6.4,23
4845,6.7,19
4846,7,23
4847,6.2,66
4848,6.9,393
4849,6.7,400
4850,6,13
4851,6.4,22
4852,6.6,13
4853,5.7,21
4854,7.5,2924
4855,5,9
4856,6.2,53
4857,7.4,24
4858,8.3,176334
4859,7.2,124
4860,5.4,129
4861,5.3,21
4862,6.5,17
4863,5.4,36
4864,4.5,11
4865,6.8,21
4866,6.9,331
4867,3.6,27
4868,6.8,664
4869,7.2,18
4870,5.2,23
4871,5.8,13
4872,5.7,157
4873,6.1,90
4874,6.9,149
4875,6.6,914
4876,5.7,10
4877,6.1,258
4878,7,20
4879,6.6,43
4880,5.4,31
4881,7.3,119
4882,7.1,49
4883,6.6,12
4884,6.1,30
4885,6.4,33
4886,8.6,25
4887,7.1,345
4888,6.3,15
4889,6.9,23
4890,5.8,57
4891,6.9,269
4892,4.2,17
4893,5.7,173
4894,7.3,30
4895,5.4,18
4896,7.7,16
4897,4.7,22
4898,6,17
4899,6.5,25
4900,7.1,12
4901,2.5,189
4902,5.4,33
4903,2.6,12
4904,5.9,18
4905,6.8,21
4906,6.4,34
4907,5.2,26
4908,5.7,25
4909,5.4,19
4910,5.8,255
4911,6.2,30
4912,7.6,1146
4913,7,27
4914,6.1,55
4915,5.9,39
4916,6.7,122
4917,7.1,175
4918,7.2,24
4919,6,19
4920,6.9,90
4921,6.8,15
4922,4.9,49
4923,7.2,67
4924,7.2,33
4925,4.5,33
4926,5.5,14
4927,6.8,20
4928,6.6,27
4929,4.5,14
4930,7.1,52
4931,6.3,234
4932,5.4,17
4933,6.1,124
4934,4.1,22
4935,4.4,30
4936,6.3,339
4937,7.6,1862
4938,5.6,22
4939,6.2,199
4940,5.2,62
4941,5.8,16
4942,2.2,19
4943,6,7
4944,5.9,21
4945,7.3,25
4946,6.5,232
4947,6.1,180
4948,7.2,554
4949,6.6,376
4950,6.8,18
4951,6.5,66
4952,6.7,304
4953,5.2,22
4954,6,34
4955,2.6,26
4956,5.2,17
4957,7,19
4958,5.8,29
4959,5.9,17
4960,7,180
4961,6,543
4962,5.6,18
4963,5.4,21
4964,7.1,684
4965,6.6,222
4966,7,20
4967,7.3,91
4968,6.6,2024
4969,7,140
4970,6.2,283
4971,6.1,29
4972,6.5,21
4973,7.4,1396
4974,6.1,19
4975,5.7,88
4976,5.5,38
4977,6.7,913
4978,6.9,720
4979,5.8,20
4980,5.8,23
4981,7.1,2581
4982,6.9,1276
4983,4.3,36
4984,6,16
4985,7.7,87
4986,5.3,48
4987,7.5,1367
4988,5.8,21
4989,4.8,22
4990,5.8,25
4991,7.1,28
4992,6.9,871
4993,6.3,784
4994,5.5,23
4995,7,91
4996,7.1,69
4997,6.9,21
4998,5.1,24
4999,6.3,21
5000,7,74
5001,5.6,21
5002,6.9,93
5003,7.3,29
5004,6.5,18
5005,6.5,10
5006,7,20
5007,6.7,169
5008,6.1,118
5009,6.6,29
5010,5.2,14
5011,5.6,18
5012,7.1,146
5013,5.5,48
5014,4.2,19
5015,6.6,1932
5016,4.6,116
5017,6.7,113
5018,6.9,432
5019,5.7,33
5020,5.5,21
5021,4.4,26
5022,3.2,32
5023,3.2,24
5024,5.7,28
5025,5.6,20
5026,6.4,22
5027,7.2,113
5028,7.2,35
5029,2.6,26
5030,7,891
5031,5.2,14
5032,6.8,63
5033,6.9,70
5034,6.8,130
5035,6.4,64
5036,7.7,51
5037,5.9,12
5038,4.1,26
5039,7.3,85
5040,6.2,29
5041,6.5,13
5042,6,18
5043,6.6,24
5044,5.6,22
5045,5.6,38
5046,5.8,21
5047,5.7,52
5048,5.9,23
5049,6.5,27
5050,5.7,22
5051,5.7,24
5052,5,215
5053,5.5,29
5054,6.5,23
5055,4.5,105
5056,5.9,22
5057,6.1,23
5058,6.6,22
5059,5.8,20
5060,6.1,236
5061,8.8,369
5062,6.2,384
5063,5.9,75
5064,7.1,59
5065,6.5,414
5066,6.3,34
5067,7,36
5068,7,24
5069,7,308
5070,4.6,20
5071,1,14
5072,5.9,23
5073,7,226
5074,7.4,12
5075,7.1,1349
5076,7,858
5077,7.6,4543
5078,6.2,18
5079,3.8,18
5080,7.5,29
5081,5.2,33
5082,6,17
5083,6.8,16
5084,6.4,12
5085,6.4,16
5086,6,25
5087,7,25
5088,6.9,14
5089,5.2,45
5090,5.6,63
5091,6,13
5092,6.2,14
5093,5.4,10
5094,3.6,7
5095,6.3,154
5096,5.9,13
5097,5.9,594
5098,5.1,46
5099,6.8,327
5100,7.1,229
5101,6.6,27
5102,7.1,3111
5103,4.7,20
5104,6.9,1031
5105,5.9,701
5106,4.5,28
5107,6.9,131
5108,7.3,492
5109,6.5,335
5110,6.5,23
5111,6.4,10
5112,6.2,25
5113,4.4,8
5114,5.7,10
5115,7,5044
5116,4.9,31
5117,6.2,13
5118,5,9
5119,6,20
5120,6.2,8
5121,5.2,11
5122,7,2135
5123,7.1,13
5124,6.3,87
5125,4.5,14
5126,7.1,14
5127,5,17
5128,5.9,19
5129,6.1,11
5130,4.7,31
5131,6.1,27
5132,4.1,27
5133,5,59
5134,7.1,769
5135,2.5,18
5136,6.6,99
5137,6.8,1044
5138,4.2,18
5139,6.5,89
5140,6.6,19
5141,6,2757
5142,4.8,10
5143,7.6,99
5144,5.4,269
5145,4.2,22
5146,6.5,925
5147,7.1,61
5148,7.3,98
5149,5.5,2895
5150,6.8,29
5151,6.3,48
5152,7.6,115
5153,6.2,89
5154,6.6,21
5155,6.7,23
5156,5.8,742
5157,2.7,15
5158,3.9,34
5159,5.5,51
5160,6.3,132
5161,6.4,67
5162,6.4,229
5163,6.5,986
5164,6.3,74
5165,6.6,24
5166,6,18
5167,6.3,261
5168,5.9,9
5169,6.8,46
5170,5.1,17
5171,5.9,611
5172,6.4,25
5173,1.6,14
5174,5.7,39
5175,4.8,75
5176,6,113
5177,4.6,14
5178,6,16
5179,1.1,15
5180,6.2,20
5181,6.6,11
5182,3.1,18
5183,5.6,7
5184,6.7,24
5185,7.1,342
5186,6.4,14
5187,3.8,16
5188,5.3,10
5189,8.1,92736
5190,7,40
5191,6.5,236
5192,6.8,89
5193,7,62
5194,7.2,22
5195,7.3,69
5196,5.6,21
5197,7,921
5198,7.8,6
5199,5.5,78
5200,5.6,38
5201,7.4,33
5202,6,268
5203,7.3,20
5204,6.1,150
5205,5.2,14
5206,6.9,19
5207,5.7,40
5208,6.1,26
5209,7.3,1148
5210,5.1,22
5211,6,31
5212,7.1,131
5213,5.7,16
5214,6.2,15
5215,6.1,19
5216,5.4,15
5217,5.8,87
5218,6,23
5219,5.9,41
5220,7.3,281
5221,3.6,6
5222,6.5,19
5223,6,26
5224,6.9,17
5225,6.2,22
5226,5.7,37
5227,6.7,256
5228,6.3,271
5229,6.7,16
5230,7,12
5231,5.3,14
5232,1.8,30
5233,5,8
5234,5.7,17
5235,7.2,3349
5236,6.6,21
5237,6.4,10386
5238,5.6,31
5239,5.7,27
5240,5.3,9
5241,7,325
5242,5.6,16
5243,6.6,13
5244,5.8,6
5245,7.6,4541
5246,7.4,2236
5247,5.6,21
5248,5,10
5249,6.8,11
5250,6.1,57
5251,6.6,41
5252,7.2,66
5253,7.3,1770
5254,4.4,24
5255,5.9,65
5256,6.7,20
5257,7.6,14
5258,6.7,1079
5259,7.2,830
5260,4.9,11
5261,6.2,23
5262,6.7,1399
5263,5.5,16
5264,6.3,544
5265,6.1,33
5266,6.4,562
5267,6.9,1100
5268,6.3,818
5269,6.5,60
5270,6.7,302
5271,5.3,10
5272,6.4,26
5273,7.2,13
5274,6.3,13
5275,4.6,56
5276,7.7,13
5277,6.2,391
5278,6.3,35
5279,6.6,29
5280,6.1,303
5281,5.6,12
5282,5,17
5283,5.8,38
5284,5.4,12
5285,6,17
5286,6.8,516
5287,6.4,60
5288,7.8,53
5289,6.3,11
5290,7.1,23
5291,6.4,679
5292,7.5,897
5293,6.3,27
5294,7.1,132
5295,7.3,227
5296,8.2,8050
5297,5.3,21
5298,6.1,30
5299,6.7,51
5300,6.2,129
5301,6.9,68
5302,6.4,85
5303,6.2,76
5304,6.6,94
5305,6.3,41
5306,7.2,45
5307,6,233
5308,6,280
5309,7.3,17
5310,7.4,8069
5311,6.4,393
5312,7,10
5313,6.6,8
5314,7,29
5315,6.8,172
5316,6.1,17
5317,6,33
5318,5.5,147
5319,6.4,332
5320,6.4,152
5321,6,10
5322,6.1,563
5323,5.5,27
5324,7,20
5325,4.9,11
5326,6.8,20
5327,4,14
5328,7.8,22
5329,6.3,143
5330,6.3,34
5331,6.3,20
5332,5.7,69
5333,6,6
5334,5.8,13
5335,5.8,70
5336,6.6,937
5337,6.3,57
5338,5,7
5339,6.7,781
5340,7.2,35
5341,7.6,17
5342,6.8,1473
5343,5.9,35
5344,6.1,20
5345,5.8,19
5346,5.7,60
5347,4.5,21
5348,6.9,17
5349,5,11
5350,6.1,3722
5351,5.1,16
5352,7.1,26
5353,7.4,11
5354,6.9,35
5355,5,8
5356,7,32
5357,3.7,42
5358,6,9
5359,6.7,90
5360,7,234
5361,6.7,557
5362,6.2,436
5363,6.8,787
5364,7.1,263
5365,6.4,25
5366,6.6,9
5367,5.7,86
5368,8,8
5369,7,16
5370,7.6,3788
5371,6.9,30
5372,6.1,25
5373,7,11
5374,6.3,19
5375,6.1,86
5376,5.6,191
5377,7.2,447
5378,4.3,22
5379,6.7,128
5380,6.1,97
5381,6.9,594
5382,6,19
5383,1.8,19
5384,5.9,15
5385,4.6,13
5386,5.2,20
5387,6.9,124
5388,5.6,502
5389,5.5,57
5390,4.8,13
5391,6.2,17
5392,6,77
5393,6.4,60
5394,7.2,11
5395,6.2,15
5396,6.5,1014
5397,7.1,21
5398,6.5,139
5399,7.6,1550
5400,6.2,620
5401,6.5,170
5402,8.1,51684
5403,5.9,62
5404,5.5,20
5405,5.2,204
5406,2.5,188
5407,6.4,9
5408,5.4,15
5409,7.1,1586
5410,6.4,17
5411,6.2,10
5412,6.4,66
5413,4.5,19
5414,5.2,24
5415,6.2,141
5416,1.9,15
5417,6.2,490
5418,5.5,22
5419,7,213
5420,5.7,40
5421,6.2,54
5422,7.3,1265
5423,6.1,44
5424,6.4,81
5425,6.4,411
5426,6.7,14
5427,5.8,664
5428,6.7,1048
5429,5.2,20
5430,6.3,46
5431,6.9,901
5432,6.8,466
5433,2.5,185
5434,7.5,3205
5435,7.7,8275
5436,6.2,307
5437,6.4,16
5438,6.8,60
5439,6.5,30
5440,5.4,32
5441,4,10
5442,7.1,51
5443,6.9,19
5444,5,18
5445,7.2,87
5446,7.4,8
5447,8,16
5448,6.6,12
5449,7,355
5450,6.7,92
5451,6,501
5452,5.1,13
5453,7.6,13393
5454,4.5,202
5455,6.2,643
5456,7.1,119
5457,6.7,273
5458,6.8,15
5459,7.2,11
5460,6.2,12
5461,6.1,154
5462,7,101
5463,6.9,56
5464,6.9,85
5465,1,14
5466,6,53
5467,5.5,55
5468,7.1,407
5469,5.2,33
5470,6.2,1159
5471,6.2,28
5472,6.6,11
5473,6.7,50
5474,6.9,27
5475,5.2,27
5476,6.2,12
5477,6.2,125
5478,5.2,18
5479,4.2,9
5480,7.9,89
5481,5.9,20
5482,6.9,36
5483,5.4,20
5484,7.1,19
5485,5.9,27
5486,7.5,46
5487,6,33
5488,5.7,66
5489,5.8,56
5490,5.4,17
5491,6.1,91
5492,6.4,13
5493,5.6,81
5494,5.2,22
5495,7.4,103
5496,7.1,115
5497,6.2,658
5498,6.5,500
5499,5.9,25
5500,6.4,61
5501,7.5,1232
5502,6.4,61
5503,6.6,61
5504,6.2,78
5505,4.3,21
5506,7.7,16
5507,6.9,91
5508,5.9,29
5509,3.4,19
5510,7.1,15
5511,5,15
5512,6,76
5513,6.6,59
5514,7.2,13
5515,5.6,34
5516,6.4,15
5517,6,18
5518,5.6,22
5519,6,240
5520,5.7,155
5521,7,16
5522,6.2,19
5523,6.9,495
5524,7.7,32
5525,6.7,67
5526,7.8,11152
5527,7,8
5528,6.5,132
5529,5.7,21
5530,8,12138
5531,5.8,45
5532,5.3,151
5533,4.3,19
5534,5,41
5535,6.6,867
5536,6,47
5537,6.9,23
5538,5.4,20
5539,6.8,16
5540,5.4,2478
5541,6,13
5542,6,121
5543,7.3,4152
5544,8.1,37
5545,3.7,17
5546,8.1,34493
5547,7.5,89
5548,6.2,49
5549,6.8,703
5550,6.6,28
5551,7.4,21
5552,8.1,8637
5553,5,38
5554,7,49
5555,6.6,21
5556,6.8,40
5557,7.8,19
5558,6.1,30
5559,4.4,13
5560,5,21
5561,7.5,32
5562,6.9,213
5563,6.6,10
5564,5.2,21
5565,6.7,18
5566,7,467
5567,7.5,4705
5568,7.2,696
5569,7,71
5570,6.5,117
5571,7.2,19
5572,2.2,187
5573,6.7,64
5574,6,14
5575,5.5,93
5576,6.6,16
5577,6.5,18
5578,5.7,18
5579,6.3,735
5580,7.1,162
5581,5.6,35
5582,6.2,25
5583,7.4,24
5584,6.8,1374
5585,5.8,2951
5586,6,210
5587,5.3,18
5588,6.5,53
5589,6.9,210
5590,5.8,50
5591,6.5,28
5592,7.2,1291
5593,7.3,68
5594,6.2,34
5595,8.1,60
5596,6.8,31
5597,6.7,23
5598,7.3,30
5599,7.1,248
5600,7,311
5601,7.2,830
5602,4.5,404
5603,5.5,203
5604,6.8,8
5605,5.6,93
5606,6.5,973
5607,6.7,20
5608,6.8,467
5609,6.5,18
5610,6.6,292
5611,7.5,17
5612,6.6,760
5613,5.8,133
5614,7.2,9
5615,5.2,19
5616,7.2,8
5617,5.2,14
5618,5.4,13
5619,7.7,15
5620,5.4,13
5621,4.9,12
5622,6.6,850
5623,6.3,41
5624,6.6,515
5625,7.5,21
5626,6.4,22
5627,6.8,15
5628,7,22
5629,2.6,23
5630,5.6,27
5631,6.9,209
5632,7.4,51
5633,6.1,178
5634,5.1,17
5635,6.2,25
5636,7.6,14
5637,5.9,62
5638,5.8,32
5639,5.5,19
5640,5.9,27
5641,4.1,33
5642,5.7,8
5643,7.3,20
5644,5.5,19
5645,6.5,37
5646,7,9
5647,6.2,87
5648,6.9,12
5649,6.2,138
5650,6.8,11
5651,7.1,420
5652,6.4,25
5653,8,12
5654,7.1,55
5655,6.5,22
5656,5.8,17
5657,7,17
5658,6.1,37
5659,6.4,7
5660,7.2,57
5661,6.8,73
5662,7.5,44
5663,7,37
5664,6.9,516
5665,6,32
5666,8,4102
5667,8.2,13
5668,7.5,2019
5669,1.9,179
5670,6.7,1032
5671,6.4,66
5672,5.3,13
5673,6.3,41
5674,5.7,831
5675,6.6,714
5676,4.9,13
5677,8,12
5678,7.2,12
5679,7.8,2395
5680,7.2,50
5681,5.8,68
5682,6,40
5683,7.1,226
5684,7.7,7297
5685,6.7,25
5686,4.8,28
5687,7.4,34
5688,6.7,12
5689,5.7,27
5690,6.2,16
5691,7.7,77
5692,7,602
5693,6.8,384
5694,4.6,6
5695,6.5,31
5696,6.6,33
5697,6.2,59
5698,6.1,36
5699,5.8,29
5700,7,15
5701,6.8,38
5702,7.7,26
5703,5.4,29
5704,5.4,167
5705,5.5,113
5706,7.7,14
5707,6.6,257
5708,7.5,30
5709,6.3,36
5710,7.2,1401
5711,7,15
5712,4.1,83
5713,3,38
5714,6.2,21
5715,5.7,29
5716,5.9,66
5717,6.7,79
5718,6.2,19
5719,5.4,35
5720,6,34
5721,6.9,349
5722,7.1,33
5723,6.5,284
5724,7.6,10
5725,6.1,30
5726,6.5,32
5727,6.6,20
5728,7.7,18
5729,6.7,1873
5730,5.8,206
5731,7,31
5732,6.8,19
5733,6.3,36
5734,6.4,16
5735,6.2,53
5736,2.3,42
5737,6.8,341
5738,8.2,56281
5739,7.5,2683
5740,8.1,14
5741,4.8,16
5742,6.9,19
5743,7.1,1452
5744,5,11
5745,6.4,13
5746,5.5,26
5747,7,2164
5748,5.8,16
5749,5.7,110
5750,7,2194
5751,6.4,41
5752,6.4,301
5753,6.4,17
5754,7,20
5755,6.6,15
5756,6.7,1374
5757,6.7,155
5758,5.9,23
5759,7,27
5760,5.2,21
5761,6.2,144
5762,6.6,68
5763,5.3,19
5764,7.1,11
5765,8.4,21
5766,5.9,225
5767,5.8,226
5768,6.8,14
5769,6.9,62
5770,4.2,220
5771,5.7,157
5772,6.2,39
5773,7,53
5774,7.2,2737
5775,5.2,37
5776,5.7,51
5777,5.2,80
5778,6.2,13
5779,7,18
5780,7,39
5781,5.4,326
5782,6.6,31
5783,6.5,33
5784,6,61
5785,7,308
5786,7,58
5787,6.7,763
5788,6,35
5789,6.3,54
5790,7.6,3863
5791,6.9,20
5792,7.2,103
5793,6.6,52
5794,6.3,253
5795,7.8,26
5796,5.3,13
5797,5.9,228
5798,5.8,131
5799,6.5,36
5800,6.4,1026
5801,5.4,127
5802,7.5,819
5803,5.7,25
5804,6,21
5805,7.6,3954
5806,6.8,53
5807,7.5,3717
5808,6.5,43
5809,7.8,15084
5810,7.5,9780
5811,7.3,2432
5812,7.4,30
5813,6.4,296
5814,6,20
5815,5.8,99
5816,3.8,7
5817,6.8,12
5818,6.5,42
5819,5.7,204
5820,6.2,51
5821,6.8,471
5822,5.4,74
5823,7.6,60
5824,6.8,6
5825,6.7,17
5826,6.4,280
5827,7.8,21
5828,6.7,787
5829,7,444
5830,6,57
5831,6,41
5832,2.9,24
5833,5.3,27
5834,3.8,46
5835,6.9,23
5836,7,34
5837,6.3,263
5838,7.4,14
5839,6.5,47
5840,6.3,90
5841,7,420
5842,7.3,62
5843,6.8,14
5844,3.3,28
5845,6.4,274
5846,7.1,33
5847,7.2,1483
5848,1.7,22
5849,7.3,29
5850,7.3,549
5851,7.2,40
5852,7.3,99
5853,7.4,10
5854,5.4,27
5855,7.2,21
5856,6,10
5857,6,16
5858,6.6,468
5859,6.5,32
5860,2.2,16
5861,6,48
5862,6.9,67
5863,6.2,17
5864,6,32
5865,7.4,12
5866,7.6,14
5867,4.8,14
5868,6.6,45
5869,6.9,198
5870,6.3,101
5871,6.9,1007
5872,6.1,510
5873,7.4,1809
5874,5.2,20
5875,7.2,1835
5876,6.8,33
5877,6.5,249
5878,5.8,45
5879,6.9,882
5880,5.6,22
5881,5.1,20
5882,8,6832
5883,6.4,15
5884,7.4,124
5885,7.2,1623
5886,5.6,53
5887,5.6,22
5888,6.5,23
5889,6.4,88
5890,5.9,19
5891,7,32
5892,6.6,1202
5893,5.9,19
5894,7.2,146
5895,7.2,32
5896,7.1,1085
5897,7.4,11
5898,6.9,411
5899,6.7,18
5900,6.2,23
5901,5,15
5902,7.2,22
5903,7.1,23
5904,5.9,34
5905,6.9,247
5906,5.7,864
5907,6,19
5908,4,14
5909,3.6,18
5910,6.8,911
5911,7.1,1432
5912,7.5,1102
5913,7.2,2196
5914,5.8,63
5915,7.4,1603
5916,6.6,49
5917,5.2,261
5918,6.9,21
5919,6.6,20
5920,4,17
5921,6.9,720
5922,4.1,46
5923,6.1,19
5924,6.1,460
5925,5.7,45
5926,5.8,31
5927,6.4,64
5928,5.1,17
5929,4.8,519
5930,5.1,39
5931,6.9,1469
5932,5.6,38
5933,7.6,3244
5934,5.4,293
5935,7.9,20
5936,7.6,74
5937,6.6,16
5938,5.6,425
5939,6.4,573
5940,6.9,11183
5941,6.3,116
5942,6,32
5943,7.2,44
5944,5.4,10
5945,6,40
5946,5.6,549
5947,7.1,206
5948,6.8,191
5949,7.1,15
5950,7,94
5951,7.3,186
5952,7.1,22
5953,6.2,421
5954,6.1,213
5955,5.6,7463
5956,5.3,18
5957,6.1,18
5958,6.8,85
5959,6.3,1129
5960,6,12
5961,5.3,18
5962,5.9,753
5963,6.7,211
5964,5.7,50
5965,6.5,45
5966,7.2,45
5967,6.1,91
5968,8.6,15
5969,8.4,26122
5970,6,133
5971,7.1,59
5972,5.6,13
5973,5.9,15
5974,6.3,50
5975,4.8,13
5976,5.7,89
5977,6.8,7859
5978,4.5,19
5979,6.2,15
5980,5.1,20
5981,6.4,463
5982,7.4,11
5983,5.6,2234
5984,7.9,18
5985,6.4,498
5986,5.1,112
5987,6.8,333
5988,5.7,152
5989,5.3,56
5990,6.7,124
5991,5.3,32
5992,6.7,44
5993,5.5,63
5994,6.7,1194
5995,6.7,115
5996,6.1,151
5997,6.6,15
5998,6.1,1271
5999,6.2,832
6000,6.6,69
6001,7.6,10
6002,6.1,108
6003,7,1262
6004,6.4,65
6005,6.1,24
6006,6.2,24
6007,6.6,447
6008,3.1,212
6009,7,25
6010,5.4,9
6011,6.8,45
6012,6.9,456
6013,6.9,81
6014,7.1,607
6015,6.7,538
6016,6.8,163
6017,7.3,27
6018,6.6,24
6019,6.8,22
6020,5.9,47
6021,3.3,27
6022,6.6,23
6023,6.4,10
6024,2.3,22
6025,6,189
6026,4.8,14
6027,6,340
6028,6.6,322
6029,5.2,92
6030,2.6,26
6031,6.2,198
6032,7,19
6033,5.1,104
6034,6.6,25
6035,5.3,22
6036,6.5,52
6037,7.3,3610
6038,5.5,27
6039,6.9,21
6040,7.1,169
6041,5,61
6042,6.4,47
6043,6.7,103
6044,5,20
6045,6.4,13
6046,7.4,19
6047,6,45
6048,5.6,140
6049,5.8,42
6050,7.2,60
6051,4.9,62
6052,5.8,749
6053,7.1,780
6054,7,197
6055,7,31
6056,6.4,135
6057,6.6,43
6058,5.2,147
6059,6,944
6060,7.4,16
6061,6.4,414
6062,7.3,42
6063,5.6,26
6064,5.5,158
6065,6.6,65
6066,6.7,1900
6067,7.1,9
6068,6,17
6069,4.8,38
6070,5.9,21
6071,7,1312
6072,6.2,31
6073,5.3,70
6074,6.9,749
6075,7.2,864
6076,5.1,150
6077,5.6,14
6078,5.3,390
6079,7.2,22
6080,5.6,43
6081,8.4,64
6082,6.4,38
6083,7.5,14
6084,5.7,209
6085,5.8,2147
6086,6.6,14
6087,6.1,80
6088,6.6,19
6089,7,1240
6090,4.4,18
6091,7.3,15
6092,6.7,434
6093,3.8,33
6094,7.1,22
6095,6.5,246
6096,6.5,17
6097,5.7,22
6098,4.4,12
6099,6.1,172
6100,5.8,146
6101,7,9
6102,7.3,36
6103,5.6,1175
6104,7.1,271
6105,7.6,45
6106,7,1316
6107,6.1,308
6108,8,23
6109,5.6,439
6110,5.5,147
6111,7.6,126
6112,5.8,405
6113,6.1,41
6114,6.3,876
6115,6.7,9
6116,5.2,49
6117,5.7,58
6118,6.8,1165
6119,4,14
6120,5.9,45
6121,6.6,15
6122,6.7,113
6123,6.4,29
6124,6.8,118
6125,7.5,266
6126,6.7,424
6127,6.1,30
6128,6.9,706
6129,6,542
6130,6.5,59
6131,5.3,15
6132,6.4,150
6133,7.1,15
6134,5.9,131
6135,6.7,819
6136,7.5,1814
6137,6.7,130
6138,6,544
6139,6.7,21
6140,6.6,19
6141,6.4,26
6142,5.4,136
6143,7,2445
6144,6.4,14
