Movie_ID,averageRating,numVotes
1337,5.6,23
1338,6.5,35
1339,6.5,23
1340,5.4,1669
1341,6.7,18
1342,6.5,52
1343,5,37
1344,5.5,36
1345,4.7,22
1346,4.7,1191
1347,5.3,276
1348,5,31
1349,7.1,3697
1350,5.2,47
1351,8,18
1352,5,21
1353,5.6,48
1354,5.7,1416
1355,5.6,1049
1356,3.6,18
1357,6.1,1045
1358,4.9,38
1359,6,24
1360,6.3,46
1361,5.3,1362
1362,7.2,14
1363,4.9,92
1364,5.8,39
1365,2.7,18
1366,7.6,20
1367,6.9,52
1368,5.8,34
1369,6.1,44
1370,6.5,377
1371,3.7,28
1372,6.5,99
1373,5.1,99
1374,5.9,1096
1375,4.7,25
1376,5.2,18
1377,5.8,77
1378,7.3,404
1379,6.6,103
1380,5.4,20
1381,5.5,54
1382,6.3,94
1383,5.2,1108
1384,6.8,1359
1385,7,12
1386,5.4,1015
1387,5.1,57
1388,5,31
1389,5.3,193
1390,6.7,1128
1391,5.7,30
1392,5.6,1623
1393,6.6,24
1394,5.2,250
1395,4.5,29
1396,5.8,272
1397,4.4,18
1398,5.6,28
1399,5,28
1400,6.3,19
1401,5.2,49
1402,6.4,44
1403,5.6,884
1404,7.1,3454
1405,5.5,940
1406,4.5,39
1407,4.6,12
1408,6.2,64
1409,6.7,1196
1410,6,25
1411,4.1,31
1412,8.7,18
1413,5.5,131
1414,7,12
1415,6.9,112
1416,6.3,20
1417,5.1,117
1418,5.3,25
1419,5.6,72
1420,6.8,640
1421,5.6,286
1422,5,1155
1423,5.3,499
1424,5.9,1073
1425,5.9,1310
1426,5.3,978
1427,6.7,11
1428,6.2,899
1429,5.6,124
1430,3,18
1431,6.5,654
1432,8.4,20
1433,5.9,507
1434,6.4,12
1435,7.4,13
1436,3.7,53
1437,7.5,20
1438,5.1,18
1439,6.2,12
1440,5.2,49
1441,6.3,1392
1442,7,67
1443,5.7,3124
1444,4.9,48
1445,5.7,1380
1446,5.8,51
1447,4.1,26
1448,6.6,19
1449,5.2,23
1450,5,23
1451,6.3,62
1452,5.6,1542
1453,5.6,210
1454,5,11
1455,6.7,68
1456,8.2,11
1457,5.3,31
1458,5.4,18
1459,5,62
1460,5.8,11
1461,4.2,22
1462,6.4,18
1463,9,15
1464,5,29
1465,6.1,25
1466,5.6,954
1467,5.6,415
1468,5.4,1004
1469,5.6,1340
1470,5.5,1817
1471,5.2,325
1472,5.5,2164
1473,7.3,20
1474,8.4,40
1475,5.4,17
1476,5.9,23
1477,5.9,1439
1478,5.3,23
1479,5.8,31
1480,4.8,42
1481,5.7,14
1482,5.5,33
1483,5.1,39
1484,6,40
1485,4.5,15
1486,7.2,19
1487,6.2,21
1488,6.2,34
1489,6.7,19
1490,3.9,30
1491,2.2,22
1492,5.4,16
1493,5,26
1494,6,46
1495,5.8,116
1496,5.8,54
1497,6.1,108
1498,6.1,1121
1499,1.4,20
1500,6.4,22
1501,6.7,25
1502,5.5,113
1503,6.4,443
1504,5.5,21
1505,6.5,17
1506,4.9,67
1507,5.5,519
1508,6.4,1058
1509,5.5,31
1510,7,16
1511,5.6,878
1512,5,1153
1513,5.8,57
1514,4.4,18
1515,5.3,32
1516,5.5,35
1517,3.1,42
1518,6.2,1704
1519,5.9,66
1520,5.7,29
1521,5.2,35
1522,5.7,29
1523,5.7,15
1524,5.9,61
1525,6.8,38
1526,6.1,87
1527,5.7,993
1528,5.2,965
1529,4.8,22
1530,5.8,22
1531,6.2,19
1532,5.4,36
1533,5.2,1323
1534,7,40
1535,6,251
1536,5.8,17
1537,4.9,51
1538,5.4,1097
1539,6.2,16
1540,6.3,3591
1541,6.7,8
1542,6.2,221
1543,2,23
1544,4.2,32
1545,8,184
1546,5.6,1336
1547,5.3,28
1548,5.6,172
1549,6.9,20
1550,5.6,228
1551,7,12
1552,6.3,14
1553,5.5,11
1554,6.4,27
1555,8.7,9
1556,6.5,325
1557,5.7,35
1558,5.2,105
1559,6.7,30
1560,5.9,193
1561,5.2,37
1562,4.2,27
1563,6.4,51
1564,8.4,20
1565,4,24
1566,4.2,26
1567,5.3,92
1568,6.6,258
1569,6.1,541
1570,4.8,47
1571,5,53
1572,5.5,40
1573,6,17
1574,4,23
1575,5.2,51
1576,7.2,39
1577,5.5,30
1578,5.3,15
1579,7.2,12
1580,5.7,11
1581,6.7,2083
1582,4,19
1583,6.3,25
1584,4.2,27
1585,5.4,145
1586,6.2,25239
1587,2.8,27
1588,5,13
1589,6.1,24
1590,6,12
1591,6.2,29
1592,5.7,56
1593,6.6,12
1594,6.5,66
1595,5.8,1801
1596,7.2,12
1597,5.2,51
1598,6.1,22
1599,5.3,17
1600,6.1,28
1601,7.9,30
1602,6.4,135
1603,6.3,1022
1604,4.5,40
1605,4.7,21
1606,5.2,41
1607,6.7,2567
1608,6.6,73
1609,6,1775
1610,6.5,2637
1611,5.1,19
1612,6.3,113
1613,4.2,24
1614,4.3,15
1615,3.7,10
1616,4.5,34
1617,5,96
1618,6,12
1619,5.3,128
1620,6,306
1621,5,34
1622,5.5,25
1623,6,32
1624,6.1,31
1625,5.6,57
1626,7.1,26
1627,7.4,24
1628,6.4,22
1629,8.2,19
1630,5.1,23
1631,7.7,47
1632,6.1,364
1633,5.5,102
1634,6.6,41
1635,5.9,115
1636,5.2,134
1637,7,15
1638,5.6,45
1639,3.2,26
1640,5.3,133
1641,5.8,166
1642,5.6,23
1643,3.2,43
1644,6.7,22
1645,4.4,15
1646,6.3,125
1647,5.6,20
1648,6.5,228
1649,5.7,249
1650,5.7,302
1651,5.6,224
1652,6,254
1653,5.7,308
1654,6.1,248
1655,6.2,94
1656,6.2,390
1657,4.5,15
1658,5.5,448
1659,5.7,969
1660,5.7,20
1661,7.4,43
1662,5.7,174
1663,6.7,24
1664,5,21
1665,6.1,21
1666,5.5,83
1667,7.2,32
1668,5.9,19
1669,7.3,18
1670,5.4,64
1671,6.6,241
1672,1,21
1673,6.7,286
1674,4.7,18
1675,7.2,13
1676,6.4,22
1677,4.7,14
1678,4.3,22
1679,5.2,130
1680,5.1,55
1681,5.1,83
1682,5.3,102
1683,6.2,39
1684,7.5,18
1685,5.5,73
1686,4.6,100
1687,5,15
1688,4.9,31
